delta36,action
2,3
x,0
18,0
w,0
42,2
1,0
3,0
1,0
21,3
w,3
40,2
2,3
1,0
3,0
1,0
2x,3
40,0
1,0
1,0
4,0
1,0
9,3
g,3
x,0
5b,3
2,0
1,0
1,0
1o,3
h,0
f,3
4g,3
2,0
e,3
g,3
g,3
g,3
g,3
1pg,1
1,1
d,2
1,2
1,1
e,1
1,3
1,1
1,1
2,2
c,1
2,1
1,1
1,1
1,1
c,1
i,1
1,1
b,1
4,1
1,1
r,1
3k,2
1,2
1,1
1,1
2,2
b,2
1,2
2,3
i,2
t,1
1q,1
41,3
k,1
d,1
1,1
2,1
e,1
i,1
g,1
t,1
2,1
1,1
3v,1
1,3
3,0
d,3
g,0
1,3
76,0
1,3
b,0
4,1
1,1
6n,3
1,3
b,1
4,1
1,1
9,1
5e,1
1,3
h,1
1,0
f,0
1,3
d,1
2,1
1,1
5p,1
e,0
3,1
1,1
1,1
f,0
1,0
f,1
1,1
g,1
b,3
i,1
1ic,2
s,0
5s,1
2,3
2,1
1,1
b,2
1,2
2,0
1,2
1,0
c,2
3,2
1,3
1c,3
g,3
r,3
1,3
3n,2
1,3
c,1
2,3
1,1
1,1
e,3
1,3
1,3
1c,3
g,3
u,3
1,3
3w,2
1,0
7k,3
6s,3
r,0
6t,3
f,3
c,3
1,3
5p,2
2,3
1,3
1,3
1,0
e,3
1,3
1,3
t,3
3,3
d,3
5c,3
1,0
2,0
e,3
1,3
h,3
e,3
2,3
d,3
5d,3
h,3
1dd,3
1,2
1,3
62,2
i,1
1,3
1,3
1,1
1,1
1,2
8,2
1,2
1,2
1,2
1,2
1,0
1,2
1,0
1,2
c,3
1,3
1,3
1,3
c,1
1,2
1,3
y,3
g,3
f,3
d,3
3,3
1,3
2y,2
j,3
1,3
c,1
1,1
2,1
1,1
1,1
1,1
1,1
c,2
1,3
1,3
1,3
c,1
6a,0
w,2
g,2
i,0
g,0
u,0
az,0
8m,3
1,3
5o,3
1,0
f,3
y,3
5q,3
g,3
1ki,3
f,3
69,2
1,2
1,2
1,2
d,2
1,2
1,2
1,2
c,3
3,2
1s,3
t,3
1,3
1,3
1,3
3h,3
1,2
1,2
1,2
e,2
1,2
1,2
1,2
c,3
7m,2
1,2
2pm,0
l,1
2,1
e,2
1,2
1,2
e,2
1,2
f,3
1,3
5r,2
g,2
1,1
w,3
73,3
1,3
f,2
1,2
74,3
2i2,1
g,0
1,1
3,1
2,1
9,2
2,2
1,2
1,2
1,2
1,2
1,2
1,2
a,2
1,3
2,2
2,3
g,3
g,3
g,3
4q,2
1,2
3,2
d,1
1,1
2,1
2,1
1,1
f,2
g,3
w,3
68,3
1,3
f,0
g,0
6o,3
2i2,0
g,0
6,1
9,2
2,2
1,2
2,2
1,2
1,2
1,2
u,3
w,3
4b,0
g,2
6,2
g,0
1r,3
4q,0
1i,3
2,3
1k,0
2hz,3
62,1
g,2
3,1
1,1
1,1
1,1
a,2
1,2
1,2
1,2
1,2
1,2
1,2
b,2
2,2
1,2
1,3
1,3
d,3
1,3
1,3
1,3
f,3
1,3
f,3
1,3
g,3
4g,2
a,2
3,1
1,1
1,1
1,1
c,3
3,2
f,3
1,3
1,3
v,3
1,3
58,0
x,3
1,3
1,3
1,3
d,3
1,2
1,0
1,0
g,0
6n,3
1,3
oof,1
2,1
155,0
74,0
74,0
1lu,3
ec,1
e,1
1,1
1,1
lc,1
72,1
53j,1
1,1
1,1
1,1
1,1
d,1
1,1
1,1
d,2
1,1
1,1
1,1
u,1
2,0
59,1
1,1
1,1
e,1
1,1
1,1
f,1
8y,1
f,1
e,1
2,1
1,1
jd,1
6,0
56,0
1x,0
57,0
1s8,1
19,1
x,1
cv,1
3du,0
2jk,1
g,1
80,1
ds,1
5pr,1
80,1
dr,1
1,1
1,1
p32,3
2,3
dl,3
1,0
79,0
1,0
72,0
6z,0
5,0
1rz,3
2,3
en,3
1,0
1,0
ds,3
6y,3
1,0
4,3
1,3
6y,3
3,3
1,3
73,3
1,0
1k1,3
1,3
6n,1
1,1
1,3
b,3
1,3
2,3
1,3
1,3
s,3
ep,3
i,3
ry,3
71,0
1qb,1
3k,1
3j,1
3cx,0
29,2
1,0
1,0
f,2
1,2
d,3
1,2
f,3
1,2
1,2
q1,0
74,0
1,0
1r9,2
1,2
w,0
fk,3
1,3
e,3
2,3
e,3
1,3
2og,2
g,2
g,0
e5,3
h,3
2,0
1,0
f,3
1,3
w,3
f,3
2of,2
fk,0
2,0
e,3
2,3
g,3
2p9,2
1,2
1,2
f,2
1,2
e,0
1,0
e6,3
h,3
1,0
1,0
f,3
1,3
g,3
ov2,3
74,3
6o,3
ln,2
1,3
5,3
73,3
6z,0
1,0
1l2,3
72,3
2,3
dq,3
ln,3
1,3
5,0
1,3
6y,3
4,0
6z,0
1,3
1,0
3,3
25u,3
10c,3
81v,2
1,2
74,0
2ym,2
2,2
74,1
2yn,2
fj,0
2q8,2
1,2
1,2
1a,3
5s,0
1c,3
74,0
opd,3
1,3
75,0
72,3
ze,3
1,3
73,3
1l3,3
6y,3
5,3
1,3
6y,3
5,3
ze,0
74,0
1qf,2
35s,2
6b4,1
g,1
9xb,0
owh,3
74,3
74,0
5v4,2
cmi,1
7,1
wa0,0
1,0
2kg,3
lb,0
1,0
b4qu,1
1ejj,0
x,1
sc,0
78,1
1y4,3
3,3
1,3
62,1
1,1
1,1
3,2
1,2
a,2
1,2
1,2
3,2
1,2
1,2
8,2
3,2
3,2
1,2
a,2
1,1
5w,3
1,3
a,2
1,2
1,2
3,2
1,2
9,0
2,1
g,2
db,2
5,0
1,3
c,3
e,3
10,3
58,3
8g,3
g,3
5,0
1,0
6i,3
k,0
58,3
1c,3
k,0
1pn,2
i,2
1,2
4,1
a,1
1,2
1,2
3,3
1,3
9,2
5s,2
i,2
1,3
4,0
lr,3
g,3
1,3
f,3
1,3
73,3
64,3
1,3
g,3
1,3
6m,3
1,3
g,3
1,3
1kf,3
6b,2
c,2
1,3
3,2
1,2
1,2
b,2
3,2
1,2
6k,3
3,2
1,2
1,2
b,2
100,3
1xp,2
l,2
1,3
1,3
1,2
f,2
1,2
6l,2
2,2
2yn,2
1,2
35n,2
2,2
2,3
b,1
2yu,3
6o,2
2z4,3
6i,2
4,2
1,1
1,1
e,2
1,2
1,2
g,2
66,2
2,2
g,1
ovz,2
1,2
61,1
1,2
5,2
1,2
1,2
9,2
g,2
1,2
4,2
1,2
1,2
e,2
1,2
5m,2
5,2
1,2
a,2
l,1
1,1
e3,0
4,3
1,0
9,0
1,3
10,3
1n,0
43,0
31,3
40,3
6,0
1,0
9,3
13,3
p,3
w,3
2,3
42,0
1,0
1n,3
w,3
1,3
f,3
1,3
1,3
3y,0
2,0
1,0
1p,3
1,3
1,3
e,3
1,3
1,3
u,3
1,3
1,3
1oj,1
1v,1
g,1
g,1
d,1
1,1
2,1
3z,2
11a,1
5n,3
1h,3
1q5,1
4,1
1,1
1,1
a,2
1,2
2,0
1,0
1,0
1,2
f,3
69,2
b,2
4,1
e3,0
f8,3
1,3
f,3
1o,3
40,0
1,3
g,3
i,3
g,3
5p,0
1,3
g,3
y,3
d,3
1pb,1
1,1
f,2
1,2
3,1
1,2
1,1
f,2
1,2
1,2
b,3
5q,2
g,2
5,2
1,2
f,2
1,2
zw,3
6o,3
1r2,2
11,2
1,2
1,2
73,2
2y8,2
g,2
35n,2
1,2
4,2
1,2
6b1,2
2,1
a,2
5,2
1,2
g,2
6o,1
fi,3
ogx,3
1,3
5m,1
g,0
l,0
1,0
1,0
e,2
v,0
5t,1
ej,3
2,3
y,3
58,0
y,3
e,0
1,0
4,0
1,0
v,0
16,0
1,0
1,0
3j,0
12,3
9,0
2,0
e,3
w,0
2,0
u,0
1,0
1,0
3j,0
y,3
t,3
5,0
b,0
1,0
1,0
u,0
1,0
1,0
e,0
1,0
1,0
4h,3
d,0
1,0
f,3
g,0
1,0
1,0
e,0
1,0
1,0
u,0
1,0
1,0
67,0
1,0
1hr,3
1i,3
l6,3
2o,2
51,0
1,0
21,0
2,0
4f,3
2n,0
2,0
4f,3
1b,0
2,0
v,0
1,0
e,0
1,0
1,0
4f,3
1b,0
2,0
e,0
1,0
1,0
u,0
1,0
1,0
4u9,3
3,1
1,1
f,2
1,2
f,2
35c,0
1,0
1,0
t,0
6aq,2
1,2
mn,3
5ov,2
1,2
g,0
m7,3
1,3
11an,1
12kg,3
1,3
1a,0
qk,0
1s4,3
lu,0
sq,3
2d2,0
9hs,3
v,3
1,2
34g,3
6bj,2
1,0
g,3
ooh,3
ku,3
35s,3
1,3
35s,3
17oh,3
lb,0
2t3y,3
35s,3
9u57,0
1be9,0
26d,3
68,1
2,1
e,2
1,2
9,2
6,2
1d,2
4v,1
ls,3
a,2
g,2
1,0
f,2
6,3
1,3
5m,2
1c,3
28,3
4w,3
g,3
1s,3
4w,3
1c,3
1ph,3
1,3
f,3
1,3
21,2
4m,3
1,3
2h,2
r4,3
1,3
5,3
62,3
11,3
63,3
g,2
1ra,3
1,3
1,2
e,2
1,2
9gr,2
vlb,2
11,2
1,2
9,2
g,2
6,3
68,1
e8,0
70,2
4,0
1,0
9,0
1,3
5,3
a,0
12,3
56,0
6,0
2z,3
1,3
1,3
3x,0
2,0
3,0
1q,3
u,3
1,3
f,3
1,3
3y,0
2,0
3,0
1q,3
e,3
1,3
v,3
1,3
67,3
2j3,0
251,1
h,2
1,2
12k,3
5b,3
1s,3
4u,3
1e,3
1pw,2
1,2
73,2
1,2
2yn,2
1,2
36h,2
35e,2
e,2
35s,2
t81,3
f,0
6,0
1,0
6h,3
g,0
1,0
1,0
4,0
22,0
1,0
1,0
4u,0
1,0
1,0
3,0
1n,0
1,0
1,0
e,0
1,0
1,0
3z,0
f,0
g,0
2,0
3,0
r,0
1,0
1,0
e,0
1,0
1,0
1,0
t,0
1,0
1,0
2hw,3
g,0
1,0
22,3
4f,3
1,0
1s,3
g,3
g,3
1,0
4f,3
f,0
x,3
w,3
f,0
1,3
1,0
4f,3
1c,3
f,0
1,3
1,0
u,0
1,3
5s,3
g,3
g,3
4np,1
1,1
1,1
e,0
1,0
1,0
e,2
1,2
g,0
5s,0
f,1
1,1
15vd,3
y,0
273,2
74,3
rk,3
1c,3
g,3
g,3
4w,3
w,3
w,3
g,3
5s,3
g,3
w,3
68,3
1br,3
6o,3
d,3
1,3
1,3
1,3
e,3
1,3
16,3
1,0
5g,3
1n,3
1,0
r2,3
1u,0
4u,3
8y,0
1,3
73,0
1j8,1
1,1
f,1
154b,1
5,1
1,1
1,1
72,1
2,1
x5,0
21b,1
6,1
2,1
74,1
1azt,3
y7,3
4a1t,3
a9uo,1
vlx,1
74,1
2yo,2
1,2
x6,2
1,2
1,3
u,2
2o,3
4w,2
g,3
1c,3
g,3
4w,3
g,3
w,3
w,3
1oh,2
zy,2
8i,3
1,3
71,3
2,3
1,3
73,3
1,3
1j2,2
5,1
g,2
358,2
6bl,3
vl9,1
1,2
v,2
6,2
a,2
1,2
f,2
1,2
6n,2
g,2
1,2
rj,3
2,2
1,3
e,0
1s,3
1,0
4w,0
f,3
f,3
1t,3
1,3
f,3
1,3
3y,0
2,3
u,3
1d,3
1,3
v,3
1,3
67,3
g,3
1k5,1
33v,2
1,2
180,3
1s,3
5c,3
w,3
w,3
5c,3
1j8,1
1,1
f,2
1,2
f,3
q,2
5i,2
g,1
2yo,0
1,0
35c,2
g,2
6o,2
2yi,1
1,1
2,1
d,1
1,2
2,2
1o,2
vdt,3
5b,2
ts,0
e8,0
1,0
f,0
1,0
1,0
1r,0
g,0
4f,0
1,0
f,3
1,0
1,0
e,0
1,0
1,0
v,0
1,0
v,0
4x,0
1b,0
g,0
1hc,2
100,2
8f,0
2,0
f,3
1r,0
1,3
4g,3
f,0
2,0
f,3
v,0
1,3
v,0
1,3
5c,3
4jk,3
5f,0
y,2
q,0
7,0
35b,0
1,0
73,0
1,0
12ih,0
gh,0
4w,0
1c,0
1r4,2
168,3
g,3
1c,3
g,3
4w,3
g,3
w,3
w,3
4w,3
1c,3
g,3
1hv,3
i,3
17,3
74,3
z5,3
1t,3
g,3
4v,3
g,0
x,3
w,3
4v,3
4pw,2
11rf,3
4z,0
2a,0
74,0
2yi,2
16p,3
1c,3
g,3
68,3
w,3
68,3
g,3
1id,2
196,3
2,3
1,3
d,3
2,3
1,3
65,3
2,3
1,3
t,3
2,3
1,3
67,3
1,3
f,3
atr,3
74,2
vmo,1
4as0,3
9u0f,2
74,2
641,2
15ww,0
24x,2
1,3
1,3
1,3
b,2
1,2
1,2
h,1
59,2
1,2
1,1
1,1
1,1
d,1
1,2
1,2
1,2
c,2
1,1
1,2
1,2
e,2
1,1
f,2
5b,2
1,2
1,1
1,1
f,2
1,2
1,2
c,0
2,1
f,2
1,1
67,2
fk,3
7k,3
5c,2
1,2
e,2
h,2
28,3
40,2
w,3
g,3
g,3
g,3
g,3
w,3
1ht,2
1,2
1,3
c,2
2,1
5q,2
1,2
1,1
1,1
e,1
1,2
1,2
1,2
c,2
1,1
1,2
1,2
1,2
c,2
1,2
1,1
1,2
d,2
1,2
5b,2
1,2
1,2
f,2
1,2
1,2
1,2
c,2
1,1
1,2
1,2
d,2
3,2
e,2
67,2
mq,3
1,3
5p,2
g,2
80,3
2,3
1,3
d,3
1,2
1,3
g,3
1,3
67,3
1ch,3
66,1
1,2
1,1
e,2
1,2
1,1
1,2
1,1
c,2
1,2
1,2
1,2
1,2
d,1
68,2
1,3
1,2
d,1
1,1
2y7,1
1,2
1,2
1,1
d,1
4,2
6m,0
2s1,3
6m,2
1,3
25,2
4z,0
64h,3
s9c,3
c,2
5s,1
1,2
1,2
2,2
d,2
1,2
1,2
d,3
1,2
1,2
1,2
2,2
b,2
1,2
1,2
e,2
1,2
5c,2
h,2
e,1
2,2
e,2
1,2
f,2
1,2
db,0
g,2
eo,3
68,0
1,3
1,0
e,0
1,2
f,0
68,0
2,2
e,2
g,3
2,3
f,3
1,3
f,3
1,3
1,3
1a,3
41,2
e,2
g,2
h,3
g,3
w,3
2b3,2
e8,2
1rm,2
1,2
e,2
1,1
1,2
5p,2
1,2
1,1
1,2
e,2
1,1
1,2
d,2
1,1
1,2
1,2
1,2
1,2
b,2
1,2
1,2
1,2
5q,1
1,1
f,2
1,2
1,2
d,2
1,1
1,1
1,1
1,1
d,2
1,1
tc,3
1,2
5r,0
f,0
6p,0
f,2
v,3
2,3
1,3
d,3
2,3
g,3
1,3
67,3
1,3
1im,1
1,1
1,1
e,2
1,1
1,1
1,2
1,1
b,2
1,2
1,2
1,2
1,2
1,2
2,2
b,1
1,2
2,2
5o,2
g,2
1,2
1,2
1,2
1,2
b,2
1,1
1,1
1,1
1,2
1,1
2xo,1
g,1
f,2
1,2
1,2
1,0
2,0
2,2
e,3
g,2
58,2
g,2
g,0
2xs,1
1,3
f,1
1,1
1,1
1,1
d,1
1,2
1,0
1,2
g,2
5p,1
g,2
3,2
d,0
3,1
2xo,2
36s,2
1,2
35s,2
p3g,3
1,3
e,3
1,3
5b,2
1,1
g,1
f,2
1,2
67,2
1,2
g,2
g,2
lr,2
g,0
1,0
6n,0
g,0
1,0
1,0
dq,0
g,3
1,0
1,0
e,0
1,0
1,0
1,0
e,0
1,0
1b,0
4f,0
g,3
2,0
v,0
1cg,3
g,3
5b,1
1,3
g,2
g,2
f,2
3,0
5p,2
1,2
f,2
1,2
g,2
lr,2
81,3
dc,3
f,0
1,3
1,0
e,0
1,3
1,0
e,0
1,3
1b,0
1,3
4g,3
w,3
4ow,1
1,0
f,0
4,2
g,2
64,2
g,2
4,1
2yo,2
d,0
3,3
34s,1
y,3
ys1,3
sd,3
kv,0
g,0
1,0
i,0
6m,0
1dv,3
58,1
1,3
11c,3
e8,3
g,3
g,3
1c,3
4w,3
g,3
g,3
w,3
1b7,3
g,3
6n,2
2,3
10d,3
e6,0
2,3
e,3
3,3
d,3
3,3
1c,3
4v,3
4ps,2
3,2
11yo,3
zf,2
1,2
e8,0
1ps,3
1s,3
g,3
zk,2
ds,3
g,3
2,3
e,3
1c,3
5s,3
w,3
1ic,2
1ez,0
2,3
e,3
2,3
1,3
1b,3
1,3
5r,3
1,3
v,3
1,3
7ny,3
yza,0
1,3
32x,3
28,3
g,3
1ds,3
1c,3
6o,3
2z5,3
1,3
6n,3
2z5,3
2lbi,3
35s,1
g,1
g,1
1bds,3
1s,3
5c,1
2yo,1
g,1
1,1
f,1
1,2
67,1
2yo,1
w,1
h,1
35c,2
9lhq,3
1ahd,2
74,2
rk,0
7l,1
1ps,2
1,3
d,2
2,2
27,3
3j,2
1,1
1,1
1,1
e,1
1,2
1,2
1,2
2,1
a,2
1,1
1,2
1,2
e,2
1,1
27,3
3k,2
1,1
1,1
e,2
1,2
1,2
d,0
1,2
1,1
f,2
1,1
27,3
40,2
ts,3
g,3
1qp,2
f,2
1,1
28,3
3i,2
1,2
1,1
f,1
1,2
1,2
1,2
c,2
1,1
1,2
1,2
1,2
c,2
1,2
g,2
5b,2
1,2
1,2
f,2
1,2
1,2
1,2
c,2
1,1
1,2
1,2
e,2
29,3
4e,2
mq,3
74,3
1,3
d,3
du,3
1j3,2
1,1
1,1
1,2
e,2
1,2
1,2
e,1
6a,2
2ym,2
1,2
1,1
35q,2
2z6,3
1,3
6l,2
1,3
1,3
1,1
e,2
2,2
6m,0
1,3
v7y,2
e,2
5s,1
1,2
1,2
f,2
f,2
1,2
1,2
4,2
a,2
1,2
1,2
e,2
1,2
1r,2
3k,1
1,2
1,2
u,1
g,2
1,2
f,2
1,2
1r,2
4g,2
74,2
f4,3
68,0
g,2
2,3
e,3
h,3
1,3
f,3
1,3
cu,2
g,2
h,3
g,3
g,3
4hd,2
f,2
1,1
28,3
3i,2
1,2
1,1
1,2
f,1
e,2
1,1
1,2
1,2
1,2
c,2
1,2
1,2
1,2
27,3
3j,1
1,1
g,2
e,2
1,1
1,1
1,1
d,2
1,2
1,1
28,3
r4,3
1,2
73,3
1,3
d,3
du,3
1,3
1im,1
1,1
f,2
2,1
1,2
1,1
b,2
1,2
1,2
1,2
1,2
1,2
1,2
f,2
5o,2
g,2
3,2
1,2
b,2
1,2
4,1
2xo,1
g,1
f,2
1,2
1,2
1,0
2,2
1,2
63,2
g,2
2yr,1
g,2
35a,1
2,1
d,1
1,3
1,0
1,0
1,2
f,2
vel,3
1,3
e,3
1,3
5b,2
1,1
g,1
f,2
1,2
67,2
1,2
g,2
g,2
m7,0
74,3
6o,0
g,3
1,0
1,0
e,0
1,0
1,0
f,0
db,3
x,0
1cf,3
1,3
1,3
f,3
5b,1
1,3
g,2
g,2
67,2
1,2
f,2
1,2
g,2
ls,2
6n,0
1d,3
68,3
f,0
2,0
f,3
f,0
1,3
cw,3
h,0
f,3
4pw,2
6o,1
9am,3
1,0
vem,3
1e7,0
i,0
1wu,3
11c,3
74,3
g,3
g,3
dc,3
g,3
g,3
g,3
1bn,3
17i,3
74,3
h,3
g,3
181a,3
74,0
368,3
e8,3
g,3
2r5,3
1,2
e7,3
1,3
f,3
7og,3
yz8,3
16i,2
2,2
35r,3
eo,3
35t,3
1,3
16ku,1
35,0
74,2
2rj,3
40,3
1c,3
g,3
1c,3
74,3
wv,1
1yp,1
g,1
1,1
f,1
1,2
28,3
3z,1
35,3
2vj,1
15b5,0
cn40,2
eo,0
f,0
7k,0
7k,0
7k,0
1pu,3
1,3
67,1
1,1
f,2
1,2
f,2
e,2
1,1
f,2
g,2
4y,1
e,2
2,2
1a,2
g,2
jk,3
1c,3
6o,3
g,3
g,3
5c,3
w,3
g,3
g,3
g,3
5s,3
g,3
g,3
1ps,2
g,1
1,2
1,2
1,2
d,1
1,2
67,2
h,2
1,2
1,2
mk,2
7k,2
2,3
1,3
73,3
1,3
d,3
2,3
6o,3
1,3
d,3
2,3
e,3
2,3
1ov,2
h,2
1,1
1,2
d,2
1,2
1,2
35b,2
1,2
11wv,2
g,2
u,2
1,2
f,2
6o,2
g,2
68,2
2,0
72,0
2,0
e,2
6o,0
2,0
1b,0
5r,0
2,3
u,3
2,3
g,3
f,0
5b,0
2,3
e,2
2,3
e,3
2,3
f,3
1,3
f,3
1,3
f,0
4v,0
2,3
1,0
d,2
g,3
2,3
f,3
1,3
f,3
1,3
f,3
2j3,0
2bl,2
1,1
g,2
lq,2
74,0
8i,3
1,3
5r,0
f,2
x,3
1,3
d,3
2,3
6o,3
1,3
d,3
2,3
e,3
2,3
1ov,2
g,2
2,1
1,2
1,1
c,2
1,2
3,2
1,2
6z,1
2y9,1
f,2
1,2
35e,1
g,2
35t,2
vf0,3
6n,2
w,2
kw,0
1,3
73,0
g,0
1,0
1,0
6m,0
g,3
1,0
1,0
e,0
1,0
1,0
5r,0
f,0
g,3
1,0
1,0
e,0
1,0
1,0
1,0
e,0
5r,0
g,3
1,0
1,0
e,0
1,0
1,0
1,0
e,0
g,0
1ow,2
g,2
g,2
68,2
g,2
f4,0
73,3
1,3
f,0
2,0
6n,3
f,0
2,0
f,3
1,0
67,3
f,0
1,3
1,0
e,0
1,3
1,0
e,0
1,3
5s,3
f,0
2,0
e,0
1,3
f,0
1,3
f,0
1,3
19sg,3
1,3
5a,2
m8,2
80,0
1,3
74,0
73,0
1,0
i,0
6m,0
i,0
1pq,3
11c,3
g,3
6o,3
g,3
g,3
68,3
g,3
g,3
g,3
1r4,3
74,2
s1,3
h,3
6l,0
2,3
e,3
3,3
d,3
3,3
67,3
e,3
3,3
g,3
g,3
17tq,3
74,0
74,0
1ps,3
1s,3
g,3
168,3
g,3
2,3
e,3
6o,3
2,3
e,3
g,3
2xr,0
2,3
e,3
2,3
1,3
6l,0
2,3
e,3
2,3
1,3
d,3
2,3
1,3
16uo,3
xp,2
8x,3
1wg,3
1gw,3
35b,0
2,3
g,3
1,3
35s,3
16ry,3
35s,1
g,1
1,1
f,1
1,2
34v,1
h,1
f,1
1,2
g,1
35c,2
187z,1
5avz9,1
5n,1
1g,1
58,0
g,1
2y7,3
g,1
6o,3
g,1
2rl,3
68,0
1,3
e,1
1,0
1,1
e,3
69,0
1,3
e,0
1,0
1,1
e,3
2sm,0
66,1
x,0
67,1
14am,0
f,0
f4,0
5c,0
74,0
2s0,3
1h,1
5n,3
1g,1
5o,3
2sm,0
1n,3
3k,3
f,2
1,3
w,3
5r,3
1,3
f,2
1,3
74,3
1c,3
2pr,3
2,3
1,3
f,3
h,3
68,3
w,3
2xt,3
11cs,3
e8,3
73,0
1,3
68,0
w,3
2dd,1
72,3
7a,1
1c,1
56,0
2,1
e,0
4,1
e,1
z,1
4r,0
g,0
2,1
e,0
2a,0
5c,1
2cu,0
7a,3
g,3
g,3
1,3
5m,3
1,3
2,3
c,0
1,0
2,3
1,3
1,3
d,3
2,3
c,3
5,3
57,0
1,0
g,3
1,3
e,0
1,0
2,3
1,3
g,1
c,3
1,3
4,3
67,3
e,3
2qp,3
1,3
g,1
6o,3
g,1
2r6,3
g,3
6n,3
g,3
11ws,0
g,0
74,0
2kf,0
dc,2
30m,0
1,0
58,1
d,1
3,1
h,3
s,0
5,0
5a,1
x,3
s,0
1,0
4,0
2xr,3
g,3
74,3
2y9,0
36j,0
74,0
2rk,2
35s,2
sg0,3
1,0
73,0
1,0
4,0
6z,0
1,0
2rj,0
6,0
1,2
72,0
357,3
74,3
1,3
1,3
65a,0
1,0
73,0
1,0
2dy,0
f,0
g,0
1,2
3i1,0
vls,0
79,3
2xo,3
6jz,3
1,3
73,3
1,3
14vz,0
e3ma,3
68,2
g,3
2yt,2
c,2
ds,2
g,1
ijh,1
pau,1
g,2
1b,1
5d,2
2rh,2
3,3
1,3
b,1
5q,2
1,2
1,2
1,1
2,2
1,2
1,2
a,2
1,3
1,2
1,3
1,2
1,2
1,2
1,2
8,2
2,2
1,2
1,2
2,2
1,2
b,1
4,2
1,2
c,1
y,2
4b,2
1,2
1,1
1,1
3,1
1,3
a,2
1,2
1,2
1,3
2,2
1,2
b,1
1,0
3,0
1,0
b,1
74,3
kf,3
1x,0
1xp,2
65,2
1,1
2,2
e,2
1,1
1,2
2,2
1,2
b,2
1,2
1,2
3,2
1,2
b,1
4,2
c,3
z,2
4b,2
3,1
f,3
3,2
1,2
c,1
1,0
2,0
1,0
1,0
6y,1
2qp,2
6,2
9,2
3,2
1,1
2,1
1,2
8,2
1,2
3,3
1,3
1,3
1,3
d,2
1,2
64,2
3,3
1,0
2,0
9,2
4,1
3,3
d,2
2r5,3
68,2
2,2
e,2
1,2
1,2
1,2
d,2
1,2
1,2
1,2
65,1
g,2
1,2
1,2
1,2
2y6,2
g,2
1,2
1,2
1q,2
1,2
5b,2
1,2
2y1,2
1,2
1,2
f,2
1,2
1,2
2,2
1,3
1,2
1,2
9,2
1,2
5,2
b,1
l,2
w,2
g,2
3t,2
1,2
g,2
1,2
3,2
2,2
2y2,2
g,2
6,2
355,2
1,2
g,2
1,2
f,2
1g,2
h,2
4a,2
1,2
h,2
2b,2
ou9,2
1,2
1,2
61,2
5,1
1,1
1,1
9,2
2,2
2,2
1,2
1,2
1,2
8,2
1,2
1,2
1,2
3,2
1,2
1,2
e,2
1,2
1a,1
4c,2
5,2
1,2
1,2
9,2
2,2
3,2
1,2
1,2
e,1
1,1
f,2
1,2
6j,2
lq,3
12,2
1,3
6h,3
l,2
6j,3
l,3
1ql,3
2,1
e,2
1,1
1,1
2,2
1,0
c,1
3,1
1,1
u,1
b,1
4j,2
1,1
2,2
1,2
r,2
1,1
g,1
5s,1
g,2
f,1
la,0
f4,0
1e,2
1oe,2
1,2
g,2
1,1
2,3
2,2
1,2
9,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
8,2
3,2
3,2
1,2
c,1
59,2
1,2
h,2
1,2
1,3
2,2
1,2
a,2
1,1
1,2
1,3
2,2
1,2
c,2
3,2
65,2
g,2
1e,0
2p7,1
1,1
g,1
3,1
d,1
1,2
2,3
1,0
1,2
1,0
d,2
68,2
g,1
1,1
2xn,2
1,2
4,2
c,2
4,2
1,2
1,2
1,2
d,2
1,2
1,2
1,2
g,2
1a,2
f,2
2,3
1,3
d,3
1,3
2,3
d,3
1,3
1,3
2x,2
l,2
g,1
2,2
1,2
2yg,2
6,2
a,2
n,3
f,2
1,2
5l,1
2xs,2
1,2
g,2
f,2
1,2
1,2
5,2
1,2
8,2
7,2
g,3
g,3
4p,2
y,2
2y7,2
f,2
2,2
e,2
34g,2
1,2
g,2
1,2
e,2
1,2
1,2
3,2
1,2
a,2
2,2
4,2
f,3
1,3
f,3
4r,2
1,2
g,2
g,2
s9e,3
1d9,0
1rn,2
1,2
1,1
1,2
1,2
71,1
d,2
66u,1
u,1
1,1
1,1
66,1
76,1
v,1
1,1
c72,1
74,1
phc,3
ld,0
73,0
53h,3
64j,3
74,0
1,0
1,0
e,0
1,0
1,0
1,0
1a,0
1,0
g,0
u,0
1,0
1,0
3y,1
1,1
1,1
g,0
1b,0
1,0
1a,0
y3,0
e8,0
1,0
1k5,0
1,0
g,0
74,0
80,3
f,3
g,3
1,3
2og,2
u,0
2,0
f4,3
2qm,0
f5,3
2ps,2
v,0
1,0
f,0
ep,3
ovj,3
98w,3
2,3
6o,3
e,3
2,3
e,3
2,3
66,3
g,3
g,3
go97,2
2,2
f,2
1,2
4,2
1,2
1,2
354,2
1,2
g,2
1,2
e,2
1,2
1,2
1,2
65,2
i,3
f,1
2xr,2
1,2
1,2
f,1
1,2
3,2
1,3
1,3
1,2
8,2
1,1
1,2
4,3
1,3
9,2
1,2
1r,2
g,2
3l,2
1,2
f,2
1,2
4,3
1,3
a,1
1,1
e,2
1,2
2xx,3
6ay,2
h,2
1,2
e,2
68,2
2yo,0
h,2
f,2
68,2
2yo,2
pa8,2
1,2
w,2
f,2
74,2
168,0
1sy,1
33y,2
1,2
1,1
