delta36,action
1,1
1,1
1,0
d,0
1,0
1,0
1,0
8,0
3,0
3,0
1,0
1,0
b,3
1,0
1,0
2,0
1,0
b,3
2,0
1,0
2,0
8,0
3,3
1,0
1,0
1,0
1,0
3j,0
1,0
1,0
8,0
2,3
4,0
1,0
1,0
8,0
1,0
1,1
3,0
1,2
1,2
1,0
8,0
6,0
1,0
1,0
e,1
1,1
d,0
2,0
1,0
1,0
8,0
5,0
2,0
1,0
8,0
5,0
1,0
2,0
8,0
3,0
1,0
1,0
1,0
1,0
3j,0
1,0
b,3
1,0
1,0
2,0
1,0
1,0
a,0
1,3
3,0
1,0
1,0
8,0
1,0
5,0
1,0
1,0
8,0
1,0
2,3
3,0
1,0
1,0
8,0
1,0
6,1
9,0
1,0
2,0
1,0
3,0
1,0
8,0
1,0
2,0
3,0
a,0
3,0
1,0
2,0
1,0
3d,0
1,0
1,2
1,3
1,0
1,0
2,0
9,0
1,0
1,3
1,3
1,0
1,0
2,0
9,0
1,0
1,1
1,3
1,0
1,0
2,0
9,0
1,0
1,0
1,3
1,0
1,0
2,0
9,0
1,0
1,0
1,0
1,1
1,0
2,0
1,0
8,0
1,0
2,0
1,0
3,0
1,0
8,0
1,0
f,0
1,0
2,0
1,0
c,0
1,0
2,0
1,0
1,0
3f,0
1,0
1,2
1,3
1,0
1,0
1,0
a,0
1,0
1,3
1,3
1,0
1,0
1,0
a,0
1,0
1,0
1,0
1,0
1,0
1,0
a,0
1,0
1,0
1,0
1,0
1,0
1,0
a,0
1,0
2,0
1,1
1,0
1,0
a,0
1,0
2,0
1,0
1,1
1,0
a,0
1,0
1,0
1,0
1,0
1,0
b,0
1,0
3,1
c,0
3,0
1,0
3i,2
1,3
1,0
e,3
1,3
1,0
1,0
c,0
1,1
1,0
1,0
1,0
f,0
1,0
b,0
1,0
2,0
1,1
1,0
1,0
d,0
1,0
1,1
b,0
1,0
1,0
1,0
1,0
c,0
3,0
1qq,0
2,0
d,3
1,1
1,0
1,0
1,0
c,3
1,0
2,2
1,2
c,3
1,0
1,2
2,2
8,0
4,3
1,0
1,2
1,2
3h,3
1,2
1,2
1,2
1,2
a,0
1,3
1,3
1,2
1,3
1,3
1,3
b,1
2,1
1,1
1,1
1,1
b,1
1,3
1,0
1,0
1,0
1,0
d,0
1,0
1,0
f,0
1,0
1,0
c,3
1,0
2,2
1,2
c,3
1,0
1,2
2,2
c,3
1,0
1,2
1,2
3h,3
2,0
1,0
b,3
3,0
1,0
1,0
1,0
d,2
1,2
1,2
1,2
d,2
g,0
1,0
1,0
1,0
8,0
6,0
1,0
1,0
8,0
4,0
1,0
2,0
1,0
8,0
5,0
1,0
2,0
8,0
4,3
1,0
1,0
1,0
3j,2
g,3
1,3
c,0
3,0
1,0
f,0
1,0
e,1
1,1
1,1
w,0
t,0
1,0
1,0
1,0
3j,2
1,2
a,0
1,3
4,3
1,3
1,3
e,0
1,0
1,0
e,0
1,0
1,0
8,0
1,0
5,2
1,0
1,0
s,3
3,0
1,0
8,0
6,0
a,0
6,0
1,0
3e,2
1,2
1,2
1,3
1,2
2,2
9,0
1,0
1,3
1,0
1,0
1,3
2,3
9,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
8,0
1,0
1,0
1,1
1,0
1,0
2,0
1,0
8,0
1,0
1,0
1,0
2,0
2,0
d,3
3,0
1,0
o,0
1,0
1,0
2,0
c,0
1,0
1,0
2,0
1,0
3g,2
3,3
1,2
1,2
a,0
1,0
1,3
1,0
1,0
1,3
1,3
a,0
1,0
1,0
1,0
1,0
1,0
1,0
a,0
1,0
1,0
1,0
1,0
1,0
1,0
a,0
1,0
1,0
1,0
2,0
1,0
a,0
4,0
2,0
a,0
1,0
1,0
2,0
1,0
r,0
1,0
3,0
3k,3
c,2
2,3
1,0
1,0
2,3
a,0
1,0
1,0
1,0
1,0
2,0
a,0
1,0
3,0
1,0
1,0
a,0
1,0
5,0
e,0
2,0
a,0
1,0
1,0
1ro,0
1,0
d,2
1,3
2,0
1,0
c,2
1,3
1,0
2,2
8,0
4,2
1,3
1,0
1,2
3i,3
1,2
1,2
1,2
b,3
1,2
1,0
1,3
1,3
1,3
8,0
3,1
1,1
2,1
1,1
1,1
b,1
1,2
1,2
1,0
1,0
1,0
d,3
1,0
1,0
1,0
t,3
2,0
1,0
d,3
1,0
2,0
d,3
1,0
1,0
3i,3
f,0
1,0
1,0
1,0
1,0
c,0
1,3
1,0
1,0
9,0
4,1
2,1
1,1
1,1
e,0
1,0
1,0
e,0
1,0
9,0
7,0
9,0
1,0
5,0
2,0
8,0
5,3
1,0
1,0
3z,3
1,3
f,0
1,0
f,0
1,0
f,2
7l,1
4q,2
2,2
e,0
1,3
1,3
1,0
3,3
1,3
8,0
2,0
1,2
1,0
3,0
1,0
8,0
3,1
1,0
3,0
1,0
8,0
4,1
3,0
9,0
1,0
1,0
1a,0
3p,3
1,2
d,3
1,3
1,0
1,3
a,0
3,2
1,0
1,0
1,0
e,0
2,0
a,0
4,1
2,0
a,0
1,0
1,0
1,0
d,0
1,0
4y,3
1,3
f,2
1,0
g,0
s,0
1,0
1,0
1su,2
5,0
3,0
8,0
5,0
1,3
1,0
3d,2
1,2
1,2
4,3
1,2
1,2
8,3
1,0
1,0
1,3
1,3
1,3
1,3
1,3
1,3
8,0
1,0
1,0
1,1
1,1
1,1
2,1
1,1
a,0
1,1
1,0
1,0
1,3
1,0
1,0
c,1
1,0
2,0
1,0
d,1
2,0
1,0
9,0
f,0
5,2
3,2
8,0
6,3
1,0
3d,0
6,3
2,2
8,2
1,0
1,3
1,0
1,0
2,0
1,0
1,0
8,0
2,1
1,0
1,0
2,3
1,0
1,0
8,0
1,0
2,1
1,1
1,1
2,1
1,1
c,1
1,0
2,0
1,0
8,0
5,1
2,0
1,0
f,0
9,0
n,0
3w,0
g,0
5,0
8,0
1,0
2,1
4,0
1,0
8,0
1,0
4,1
2,1
1,1
f,0
58,3
1,0
f,2
1,0
c,0
4,0
c,0
4,1
5r,0
73,3
1,3
1,0
1,3
b,0
3,2
1,0
1,0
f,0
1,0
f,1
1,0
5r,0
1,3
f,0
1,0
f,0
1,0
w,1
b,0
2,0
1t1,3
3d,2
1,2
1,2
4,2
1,3
1,2
8,3
1,0
1,3
1,3
1,3
1,3
1,3
1,0
1,3
8,0
1,0
1,0
1,1
1,1
1,1
1,1
2,1
8,0
3,1
1,0
1,0
1,0
2,0
c,1
1,0
1,0
2,0
d,1
1,0
2,2
g,0
4o,2
1,0
1,3
1,0
1,0
2,0
a,0
2,1
1,0
3,0
2,0
8,0
1,0
3,1
1,1
1,1
2,1
c,1
1,0
1,0
2,0
d,1
1,0
2,0
8,0
8,0
8,0
1,0
5b,0
1,0
5,0
a,0
5,1
1,1
2,1
14,0
1,0
4j,3
g,0
g,0
g,1
c,0
1,0
4y,2
g,3
1,0
1,3
e,2
1,0
1,0
f,0
1,0
2bw,2
1,2
1,2
1,2
1,2
1,2
1,2
a,1
1,0
1,3
1,3
1,3
1,3
1,3
b,1
1,1
1,1
1,1
1,1
1,1
9,0
1,0
2,1
1,0
1,0
1,0
1,0
9,0
4,1
1,0
1,0
1,0
e,1
1,0
1,2
9,0
6,1
1,0
4a,0
1,2
f,0
1,3
1,0
1,0
2,0
1,0
9,0
2,1
1,0
1,0
1,0
1,0
1,0
9,0
3,1
1,1
1,1
1,1
1,1
9,0
4,1
1,0
1,0
1,0
e,1
1,0
1,0
f,1
1,0
4p,2
1,0
2,0
j,0
a,0
6,0
f,1
1,1
1,1
f,0
1,0
g,0
6h,0
5g,0
1,3
f,0
1,0
f,0
1,0
w,1
l2o,1
1,2
1d,1
g,1
r,0
2,1
v,1
1,1
2,3
40,3
1,1
23,2
1,2
f,2
1,2
43,1
g,1
1,1
1a,3
1,3
1,3
1,0
1k,0
1,3
5g,3
57,0
1,1
f,1
1f,1
59,2
1,1
1,1
1,1
d,1
2,1
1,1
1b,1
5c,1
1,1
d,1
2,1
1,1
1c,1
1c,1
4f,1
w,1
1,1
f,1
1,1
1q6,0
1,0
4,0
1,0
1,0
9,0
1,0
1,1
1,1
1,1
1,1
1,1
1,1
a,3
1,3
1,3
1,3
1,3
1,3
1,3
8,2
4,2
1,0
1,0
1,0
1,0
a,0
2,1
1,0
1,0
1,0
1,0
8,2
3,0
2,0
1,0
1,0
1,0
8,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
8,2
1,0
1,0
1,0
3,0
1,0
1,0
b,0
1,0
1,0
1,0
1,0
3e,0
2,0
1,0
1,0
1,0
1,0
1,0
9,0
4,0
1,0
1,0
1,0
a,1
1,3
1,1
1,1
2,3
1,3
b,1
1,2
1,0
1,0
1,0
1,0
8,3
1,0
3,1
1,0
2,0
1,0
8,3
5,1
1,0
1,0
f,1
1,0
1,0
8,3
1,0
1,0
1,0
4,1
1,0
8,3
3,0
1,0
1,0
1,0
1,0
3g,0
3,0
1,0
1,0
9,0
1,0
1,0
3,0
1,0
1,0
8,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
c,1
2,0
1,0
1,0
8,3
4,1
1,2
1,0
1,0
1,0
8,3
6,0
1,0
1,0
8,2
1,0
1,0
3,0
2,0
1,0
8,2
1,0
1,0
4,0
1,0
9,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3e,0
5,0
a,3
1,0
1,0
1,0
3,0
1,0
9,3
1,3
1,3
1,3
2,0
1,0
1,0
1,0
9,0
1,0
1,1
2,0
1,0
1,0
1,0
d,1
1,0
1,0
1,0
9,0
5,0
a,0
1,0
1,0
5,0
9,0
1,0
1,0
5,0
9,0
1,0
1,0
3,0
1,0
3f,0
1,0
4,0
a,3
1,0
1,0
4,0
1,0
1,0
8,3
1,3
1,0
1,3
1,0
2,0
1,0
1,0
8,0
1,0
1,0
2,0
2,0
1,0
1,0
9,0
1,0
1,0
1,1
3,0
a,0
5,1
1,0
a,0
2,0
e,0
f,0
1,0
1,0
1,0
1,0
3h,0
1,0
1,0
1,0
1,0
b,3
1,0
1,0
1,0
1,0
1,0
2,0
9,3
1,0
1,0
1,3
1,0
1,0
2,3
9,0
1,0
1,0
1,0
1,0
1,0
b,3
1,0
1,0
1,0
1,0
1,0
c,0
1,0
1,0
1,0
1,1
c,0
g,0
1,0
f,0
1,0
1,0
1,0
3h,0
1,0
1,0
1,0
1,0
1,0
a,3
1,0
1,0
1,0
1,0
1,0
b,3
1,0
1,0
1,3
1,0
1,3
1,3
a,0
1,0
1,0
2,0
1,0
b,3
1,0
1,0
1,0
1,0
1,0
b,0
1,0
1,0
1,0
1,0
1,0
c,0
1,0
1,0
1,0
t,0
1,0
1,0
3i,0
1,0
1,0
1,0
c,3
1,0
1,0
1,0
1,0
c,3
1,3
1,3
1,3
1,0
1,3
b,3
1,0
1,0
2,0
1,0
b,3
1,0
1,0
1,0
e,0
4,0
c,0
1,0
1,0
e,0
1,0
1ph,1
c,0
1,0
1,3
1,3
1,3
1,0
9,3
1,3
2,3
1,3
1,3
1,3
1,3
a,3
1,3
2,3
1,3
1,3
1,3
9,0
3,3
1,0
1,3
1,3
1,3
9,0
1,2
1,3
1,3
1,3
1,1
1,3
1,3
9,0
1,3
1,3
1,3
1,3
1,3
1,0
1,3
a,3
1,3
1,3
1,3
1,3
1,3
3f,3
1,3
1,3
1,3
1,3
1,3
1,3
b,3
1,3
1,3
1,3
1,3
1,3
q,3
2,3
1,3
1,3
1,3
1,3
9,0
2,3
2,3
1,3
1,3
1,3
9,0
1,2
1,2
1,2
2,3
1,3
1,3
9,0
1,2
1,3
1,3
1,3
2,3
1,3
8,3
1,0
1,2
1,2
1,3
2,3
2,3
8,2
1,0
1,3
1,3
1,3
1,3
1,3
1,3
3f,3
1,3
3,3
2,3
a,3
1,3
3,3
1,3
1,3
9,0
2,3
1,3
h,1
2,1
a,0
4,3
1,0
1,0
1,2
9,0
1,2
1,3
3,3
1,3
a,0
1,2
3,3
2,3
1,3
9,0
1,2
1,2
2,3
1,3
2,3
8,3
1,0
1,2
1,3
1,3
1,3
1,3
1,3
3j,3
1,3
1,3
9,1
5,3
1,3
1,3
8,3
1,3
2,3
2,3
1,3
1,3
1,3
8,3
2,3
3,3
1,3
1,3
1,3
e,1
1,1
a,0
1,3
1,2
3,3
1,3
1,3
9,0
1,3
3,3
2,3
1,3
a,3
3,3
1,3
a,3
1,0
1,3
2,3
1,3
1,3
1,3
3f,3
2,3
2,3
1,3
1,3
9,0
1,3
1,3
3,3
1,3
1,3
8,3
1,3
2,3
1,3
2,3
1,3
1,3
8,3
1,0
1,3
2,3
2,3
1,3
1,3
9,0
1,3
1,3
1,1
2,3
1,3
1,3
o,3
1,0
1,3
1,3
1,3
3,3
1,3
b,3
3,3
a,3
1,0
1,3
1,3
1,3
2,3
1,3
3e,2
1,3
1,3
1,3
1,3
1,3
a,3
1,3
1,3
1,3
1,3
1,3
2,3
a,3
2,3
1,3
1,3
2,3
9,3
2,3
2,3
1,3
2,3
a,0
1,3
1,3
1,1
1,3
2,3
a,0
1,3
1,3
1,3
3,3
p,3
1,0
1,3
e,3
1,0
1,3
1,3
1,3
3h,2
1,3
1,3
1,3
1,3
1,3
a,3
1,0
1,3
1,3
1,3
1,3
1,3
a,0
1,3
2,3
1,3
1,3
1,3
a,3
1,0
1,3
2,3
1,3
1,3
b,0
1,3
1,3
1,1
2,3
b,0
1,3
1,3
1,3
2,3
a,3
1,0
1,3
1,3
1,3
1,3
r,3
1,0
1,3
3j,2
1,3
1,3
1,3
1,3
d,3
1,3
1,3
1,3
c,3
2,3
1,3
1,3
b,3
1,0
1,3
1,1
1,3
1,3
c,3
1,3
1,3
1,1
f,3
1,3
d,0
1,3
1,3
1q9,1
1,1
1,1
1,1
c,1
1,1
1,1
1,1
1,1
1,1
b,1
1,1
1,0
1,1
1,1
1,0
b,2
1,2
1,1
1,1
1,1
1,1
8,0
2,2
1,2
1,1
1,1
1,1
1,2
1,2
8,0
2,2
1,2
1,1
1,1
1,2
2,2
8,0
1,0
1,2
1,2
1,2
1,1
1,2
1,2
3e,1
1,1
1,1
1,1
1,1
1,1
1,2
1,1
9,1
2,1
1,1
1,1
1,2
1,2
1,1
b,3
2,3
1,1
1,1
1,3
c,1
1,0
1,1
1,1
1,0
d,0
1,2
1,2
1,0
b,2
1,1
2,1
1,1
1,1
8,0
2,2
1,2
1,1
1,1
1,1
1,1
1,1
8,0
2,2
1,1
1,1
1,1
1,1
2,1
a,2
1,2
1,1
1,1
1,1
1,1
3g,1
1,2
1,2
1,1
1,2
1,2
a,1
1,1
2,2
1,2
1,2
1,2
b,1
1,1
1,1
1,1
1,1
d,2
1,1
1,1
1,1
e,2
2,2
c,1
3,2
1,2
1,2
c,2
1,2
2,2
1,2
c,2
1,2
1,2
2,2
b,1
1,2
1,2
1,2
1,2
3j,1
1,1
b,1
4,1
1,1
c,3
3,1
1,1
9,0
1,0
4,1
1,1
1,0
1,0
e,1
1,1
1,1
e,1
1,1
1,1
f,2
1,2
e,2
c,2
3,1
1,2
1,2
3e,1
2,1
3,1
1,1
b,1
1,1
3,1
1,1
p,1
1,0
1,0
2,1
2,1
1,1
1,1
a,2
1,1
3,1
1,1
1,1
f,1
b,3
1,1
1,1
3,1
p,1
2,3
1,1
1,1
2,1
3e,0
1,1
1,3
1,1
1,1
1,1
b,1
1,0
1,1
1,1
1,1
1,1
c,3
2,1
1,3
1,3
b,1
2,1
2,1
1,1
2,1
c,1
2,1
2,1
b,3
1,1
1,1
3,1
1,1
14,1
2,3
3i,0
1,1
1,1
1,1
1,1
1,1
1,1
a,1
2,1
1,1
1,1
2,1
a,3
1,3
2,1
1,3
1,3
b,1
1,1
1,1
1,1
1,1
1,1
1,1
d,1
2,1
1,1
c,3
1,1
1,1
1,1
b,1
2,3
3,1
e,1
1,1
c,1
2,3
3k,1
1,1
1,1
1,1
d,1
1,1
1,1
f,3
1,3
1,3
d,3
2,1
1,1
d,3
1,1
1,1
1,1
e,1
1,1
1r4,0
1,0
1,0
1,0
1,0
c,1
1,2
1,0
1,0
1,0
b,0
1,0
2,0
1,0
1,0
b,3
1,2
1,0
1,1
1,0
1,0
b,3
1,2
1,0
1,0
2,0
b,3
1,2
1,0
1,0
1,0
3h,2
1,2
1,2
1,2
1,2
9,1
3,0
1,2
1,2
1,2
1,2
c,1
2,3
1,3
1,3
c,0
1,2
1,2
1,2
1,2
c,1
1,2
1,2
1,0
1,0
b,0
1,0
2,2
1,2
1,2
b,3
1,2
1,2
1,1
1,2
1,2
c,2
1,2
1,2
2,2
b,3
1,2
1,2
1,2
1,2
3u,0
f,3
1,3
2,3
1,3
1,3
1,3
1,3
1,3
c,1
1,1
1,1
1,1
e,0
e,2
3,0
1,0
1,0
d,0
2,0
1,0
d,0
1,0
2,0
b,3
1,0
1,0
1,0
1,0
3j,0
1,0
a,0
5,0
1,0
9,0
1,0
4,3
1,3
1,3
1,3
e,0
1,0
1,0
e,1
1,1
a,0
5,0
1,0
1,0
d,0
2,0
1,0
d,0
1,0
2,0
b,3
2,0
1,0
1,0
3j,2
g,0
1,0
9,3
1,3
2,0
3,3
1,3
1,3
e,0
1,0
c,3
3,0
1,0
1,0
f,1
9,0
3,0
1,0
3,0
s,0
1,0
2,0
1,0
3d,0
1,0
2,3
1,0
1,2
c,0
2,0
2,0
b,3
1,3
1,3
1,0
1,3
1,3
2,3
d,0
1,0
e,3
2,0
2,0
c,0
1,0
3,0
1,0
r,0
g,0
3i,0
2,3
1,0
d,0
2,0
d,3
1,3
1,3
1,0
1,3
1,3
1,3
e,0
1,0
e,3
2,0
1,0
d,0
1,0
2,0
d,0
2,0
u,0
3y,0
f,3
1,3
1,1
1,0
1,3
1,3
u,3
1,1
1,0
e,0
1,0
f,0
1r6,0
f,3
2,2
1,2
1,2
c,3
1,2
2,0
1,0
c,3
1,0
1,0
2,0
c,3
1,0
1,0
1,0
3i,2
1,2
1,2
1,2
f,2
f,1
1,1
d,3
1,2
1,2
1,2
v,2
1,2
1,2
d,2
2,2
1,2
d,2
1,2
2,2
d,2
1,2
1,2
3j,0
1,0
1,0
e,0
1,0
e,0
1,2
1,0
1,0
v,0
f,0
1,0
1,0
d,0
2,0
1,0
d,0
1,0
2,0
c,3
1,0
1,0
1,0
4f,3
1,3
f,0
1,0
25,3
3m,2
1,2
v,3
1,3
1,3
e,0
1,0
1,0
f,0
59,3
1,2
2,2
a,0
3,0
1,0
b,3
1,3
2,3
1,0
1,3
2,3
9,0
3,1
1,0
1,0
2,0
t,3
3,0
1,0
18,0
3k,3
d,0
3,0
c,3
1,3
2,3
1,0
1,3
1,3
d,1
1,0
1,0
1,0
u,3
2,0
e,3
w,0
3x,0
3,0
d,3
2,3
1,0
2,3
e,0
1,0
v,3
1s3,0
e,0
2,2
1,2
d,3
1,0
2,0
d,3
1,0
1,0
3i,3
1,2
1,2
a,1
5,2
1,2
c,1
3,1
1,1
1,1
b,1
1,2
2,2
1,2
1,2
e,2
1,2
1,2
s,2
1,0
2,2
1,2
e,2
2,2
d,3
1,2
1,2
3i,0
g,0
f,3
1,0
1,3
1,3
f,1
1,1
1,1
e,0
1,0
1,0
v,0
1,0
8,0
6,0
2,0
e,0
1,0
4f,3
1,3
f,0
1,0
5s,2
w,3
70,3
1,3
3,3
1,3
c,0
25,0
4j,3
2,3
w,0
r,0
1zp,3
2,2
e,3
1,0
3e,2
2,2
4,2
1,2
9,0
6,2
1,2
a,1
1,1
1,1
1,1
2,1
1,1
b,1
1,2
1,2
2,2
1,2
c,1
1,2
2,2
1,2
c,2
3,2
1,2
t,2
3,2
d,2
2,2
3d,0
8,2
9,0
f,3
1,3
2,3
1,3
1,3
2,3
1,3
8,0
5,1
2,1
1,1
c,1
1,0
2,0
1,0
f,0
1,0
o,0
8,0
f,0
3u,0
f,3
1,3
2,3
d,0
n,1
1,1
14,0
50,3
c,0
4,0
ds,3
1,3
f,0
6o,3
g,0
1xo,0
1,2
5,2
b,1
i,1
2,1
1,1
2,1
b,1
1,2
1,2
1,2
2,2
c,1
1,2
1,2
2,2
d,1
1,2
2,2
8,2
5,2
1,1
2,2
48,0
w,3
1,3
2,3
2,3
1,3
f,1
1,1
2,1
d,0
1,0
2,0
d,1
1,0
2,0
g,0
54,3
1,3
f,0
m,1
2,1
64,3
74,3
1,3
f,0
2bw,0
3,2
1,2
2,2
b,1
5,2
c,1
1,1
1,1
1,1
1,1
1,1
c,1
1,2
1,2
1,2
1,2
d,1
1,2
1,2
1,2
e,1
1,2
1,2
9,2
6,1
1,2
57,1
1,3
1,3
1,3
1,3
1,3
c,1
1,1
1,1
1,1
1,1
d,1
1,0
1,0
1,0
9,0
5,1
1,0
1,0
f,1
1,0
55,3
3,3
y,1
1,1
1,1
p,0
g,0
ck,0
lbl,1
e5,1
9t,1
4f,3
8h,1
6o,1
1qb,0
h,0
s,3
1,3
1,0
1,0
1,0
1,3
d,2
1,0
1,0
e,0
1,0
1,0
9,3
5,0
2,0
9,3
5,0
1,0
e,0
1,0
1,0
1,0
3j,0
t,1
1,1
1,1
1,1
1,1
1,1
c,3
1,0
1,0
1,0
1,0
d,2
1,2
1,2
g,0
9,3
1,0
1,0
5,0
9,3
2,0
e,3
2,0
1,0
1,0
2,0
1,0
4s,1
4,3
d,1
1,2
1,2
1,2
1,2
d,1
1,0
1,0
c,0
2,0
2,0
c,0
2,0
b,3
3,0
1,0
1,0
1,0
1,0
3t,3
6,0
1,0
9,3
2,0
e,3
1,3
1,3
1,3
2,3
1,3
1,0
1,0
o,2
6,0
1,0
9,3
w,3
2,0
44,0
a,3
2,0
e,0
1,0
1,0
2,3
2,0
1,0
1,0
8,3
2,0
4,0
1,0
1,0
q,0
g,0
g,0
1,0
3i,0
i,0
1,0
c,3
1,0
1,0
3,0
b,3
1,3
1,0
1,3
1,3
1,0
b,3
5,0
d,0
2,0
s,0
1,0
1,0
f,0
1,0
1,0
3i,0
i,0
1,0
c,3
1,0
1,0
e,3
1,3
1,0
1,3
1,0
1,0
b,3
2,0
3,0
b,0
1,0
1,0
1,0
f,0
1,0
v,0
3z,0
f,3
2,0
e,3
1,3
1,0
2,0
1,0
c,0
4,0
s,0
1,0
1qc,0
1,0
d,3
1,3
1,3
1,3
1,3
a,3
3,2
e,2
3,3
1,3
a,0
1,2
2,2
1,3
2,3
1,3
9,0
1,2
2,2
1,3
1,3
c,3
1,2
1,2
1,3
1,3
1,3
4r,3
2,3
1,0
1,0
1,0
1,0
d,0
1,0
1,0
1,0
e,3
1,3
a,3
1,3
2,0
1,3
2,3
1,3
9,3
1,3
3,3
1,3
b,3
1,3
2,0
1,3
1,3
1,3
4a,0
11,0
1,0
1,0
9,3
1,3
4,3
1,3
a,3
1,3
2,2
1,3
2,3
a,3
1,3
3,3
c,3
1,3
2,2
1,3
1,3
1,3
4a,3
5,3
b,3
1,3
3,3
1,3
1,3
1,3
p,3
1,3
4,0
1,3
a,3
1,3
1,2
4,3
b,3
1,2
e,3
1,3
1,2
2,3
1,3
1,3
4a,3
f,0
1,3
1,3
2,3
2,0
1,3
1,3
9,3
1,3
1,2
3,0
1,3
1,3
p,0
1,3
f,0
g,0
1,3
4f,3
1,0
e,0
1,3
1,0
2,3
1,0
2,3
a,3
1,3
3,0
c,0
1,3
v,0
g,0
1,3
4f,3
1,0
e,0
1,3
1,0
3,3
1,3
b,3
1,3
3,3
c,0
1,3
f,0
1,3
v,0
1,3
4u,3
1,3
1,3
2,3
1,3
1,3
b,3
1,3
v,0
1qb,0
1,0
1,0
1,0
c,3
1,3
1,0
1,3
1,3
1,3
a,2
4,2
1,2
1,2
a,0
4,2
1,2
1,2
a,0
2,2
1,2
2,2
1,2
a,0
2,2
1,2
1,2
2,2
a,0
1,2
1,2
1,2
1,2
1,2
4c,1
1,1
1,1
1,1
1,1
1,1
c,3
1,3
1,0
1,0
1,0
d,0
1,0
1,0
1,2
e,2
1,2
1,2
c,2
1,2
2,2
1,2
d,2
1,2
2,2
b,0
1,2
1,2
1,2
1,2
49,2
7,2
u,2
1,2
1,2
1,2
e,2
1,2
1,2
a,2
3,2
2,2
1,2
a,2
3,2
1,2
2,2
a,2
1,2
2,2
1,2
1,2
3u,1
5,2
g,2
c,3
4,3
1,3
1,0
q,0
4,2
1,2
b,2
3,2
2,2
1,2
a,0
4,2
c,0
3,2
1,2
1,2
3u,1
v,0
1,0
1,0
4,3
1,3
1,3
a,2
4,2
1,2
1,2
1n,2
1,2
3l,2
c,1
v,0
1,0
1,0
1,3
1,3
1,3
2,3
b,0
3,2
d,0
1,2
4z,2
b,1
v,0
1,0
1,0
1,3
1,3
1,0
1,3
c,0
3,2
d,0
2,2
59,1
v,0
1,0
1,0
2,3
1,0
d,0
1rm,1
1,1
1,1
1,1
e,2
1,0
1,0
b,0
4,1
1,1
1,1
8,0
4,2
1,1
2,1
1,1
8,0
4,2
1,1
1,1
2,1
c,2
1,1
1,1
1,1
3h,1
1,2
1,2
1,2
1,1
d,2
1,2
1,2
1,2
b,1
2,2
1,1
1,1
e,3
1,1
1,1
e,2
1,0
1,0
f,2
1,2
1,2
c,2
1,2
2,2
1,2
c,2
1,2
1,2
2,2
c,2
1,2
1,2
1,2
3h,1
1,1
1,1
1,1
d,1
2,1
1,1
b,1
4,1
1,1
u,1
1,1
g,1
1,1
1,1
c,1
1,1
2,2
1,2
d,1
1,2
2,2
c,1
1,1
1,2
1,2
3k,2
s,1
1u,2
2,2
1,2
d,2
1,2
e,1
1,2
1,2
1,2
3f,1
4,1
1,1
1,1
c,0
2,1
1,1
f,1
1,1
1,1
e,3
1,3
1,3
8,1
1,1
1,1
4,1
1,0
1,0
s,0
3,2
1,2
u,2
1,2
3e,1
1,1
2,1
1,1
2,1
b,1
2,1
1,1
b,1
2,0
2,1
3,1
9,3
4,1
1,3
2,3
9,0
1,0
4,1
2,1
d,1
3,1
1,1
t,2
f,1
1,2
3g,1
3,1
1,1
f,1
c,1
4,1
g,1
1,3
b,0
1,0
1,1
3,0
1,1
e,1
2,1
e,1
1,2
v,1
3k,1
e,1
2,1
f,1
1,1
g,1
d,0
4,0
1,1
e,1
g,1
1rm,0
1,0
1,0
d,0
2,2
1,2
d,0
1,2
2,2
d,0
1,2
1,2
4e,1
3,1
c,0
1,2
2,2
v,0
1,0
1,0
d,0
2,0
1,0
d,0
1,0
2,0
d,0
1,0
1,0
3i,0
1,2
1,0
1,2
d,0
1,2
1,2
1,2
d,0
w,2
2,2
9,2
1,2
5,2
1,0
1,0
d,0
2,2
1,2
d,2
1,2
2,2
d,2
1,2
1,2
4v,3
1,3
6x,3
6,3
1,0
1,0
6i,0
e,0
1,3
1,3
2,0
1,3
2,3
1,3
v,0
1,0
5m,0
e,0
1,3
1,0
2,0
1,0
1,3
w,0
5o,0
e,0
1,3
4,0
1,3
1td,2
1,2
e,2
2,0
d,3
1,2
1,0
3j,2
1,2
s,1
3,1
1,1
1,1
c,2
2,3
1,3
1,3
e,2
1,0
1,2
v,0
1,0
e,0
2,0
e,0
1,0
5b,2
x,2
1,2
e,2
2,2
e,2
1,2
4v,0
1,0
1c,0
f,0
g,0
1,0
5c,0
6h,3
4,3
3,3
1,3
5p,0
g,0
d,0
e,3
4,3
2,3
g,0
6m,3
1tt,2
3,2
8,0
7,2
3u,0
k,1
2,1
1,1
c,3
1,3
2,3
1,3
d,0
2,0
1,0
f,0
1,0
w,0
f,0
5a,2
2,2
1,2
f,2
1,2
w,2
f,2
4b,0
e,3
1,3
m,1
g,0
1,0
1b,0
4b,0
e,3
4,3
6m,0
7m,3
1,3
g,0
24s,0
k,1
1,1
2,1
d,3
1,3
2,3
d,0
1,0
2,0
e,0
2,0
g,0
o,0
5h,2
1,2
2,2
e,2
2,2
g,2
5k,3
12,0
66,3
75,3
2bz,2
