board_size,max_exponent,layer_sum,max_value,num_states
4,6,88,3,13535
4,6,110,5,244134397
4,6,48,3,1056030
4,6,76,3,469112
4,6,218,5,332316845
4,6,136,5,636725654
4,6,30,4,11902
4,6,138,4,8649778
4,6,14,3,400
4,6,58,3,1647634
4,6,6,1,35
4,6,160,5,848430242
4,6,174,4,2453
4,6,72,5,5397679
4,6,272,5,10793141
4,6,42,4,353035
4,6,92,4,58606282
4,6,64,3,1530275
4,6,56,3,1591238
4,6,132,4,15916525
4,6,58,5,361851
4,6,306,5,157013
4,6,182,4,26
4,6,282,5,3889151
4,6,194,5,649263415
4,6,318,5,17582
4,6,8,1,25
4,6,54,4,3323177
4,6,16,2,2104
4,6,156,5,834038772
4,6,100,5,128076249
4,6,60,5,566877
4,6,230,5,201624165
4,6,68,3,1232145
4,6,118,5,360483129
4,6,166,5,856111822
4,6,16,3,1059
4,6,162,4,124700
4,6,88,5,43965501
4,6,170,4,11525
4,6,12,3,124
4,6,82,3,119573
4,6,108,5,217810556
4,6,20,4,100
4,6,312,5,58205
4,6,120,4,37256691
4,6,324,5,4819
4,6,208,5,464448491
4,6,130,5,548586346
4,6,60,4,7567524
